EMISSAO;No.DOCTO;No.TITULO;PARCELA;FORNECEDOR;VALOR;VALOR A PAGAR;VENCTO;CTA ORCTO;VALOR;UNIDADE
;;;;;;;;000108 Cofins s/ Faturamento                             ;        2,18;002
25/03/2013;2503    ;21750   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;   34.052,27;            ;25/03/2013;000108 Cofins s/ Faturamento                             ;    6.483,55;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;      238,37;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;       68,10;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;      868,33;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;       44,29;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;      228,15;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;   18.725,34;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;      589,10;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;      565,27;002
;;;;;;;;000108 Cofins s/ Faturamento                             ;      340,52;002
;;;;;;;;000108 Cofins s/ Faturamento                             ;      143,02;002
;;;;;;;;000108 Cofins s/ Faturamento                             ;       54,48;002
;;;;;;;;000108 Cofins s/ Faturamento                             ;    5.049,95;002
;;;;;;;;000108 Cofins s/ Faturamento                             ;      653,80;002
25/03/2013;2503    ;21758   ;001;0002                 FÉRIAS                                       ;    2.137,96;            ;25/03/2013;000092 Férias                                            ;    2.137,96;001
25/03/2013;2503    ;21765   ;001;01205                ADIANTAMENTO 13º SAL                         ;    6.958,00;            ;25/03/2013;000091 Adiantamento de 13º Salário                       ;    6.958,00;001
27/03/2013;2703    ;21779   ;001;0165                 W.M.B. GESTÃO PATRIMONIAL                    ;   39.239,74;            ;25/03/2013;000111 Alugueis (Tté e SJC)                              ;    1.961,99;001
;;;;;;;;000111 Alugueis (Tté e SJC)                              ;      235,44;001
;;;;;;;;000111 Alugueis (Tté e SJC)                              ;      431,64;001
;;;;;;;;000111 Alugueis (Tté e SJC)                              ;      431,63;001
;;;;;;;;000111 Alugueis (Tté e SJC)                              ;    3.845,49;001
;;;;;;;;000111 Alugueis (Tté e SJC)                              ;    2.205,27;001
;;;;;;;;000111 Alugueis (Tté e SJC)                              ;      117,72;001
;;;;;;;;000111 Alugueis (Tté e SJC)                              ;      580,75;001
;;;;;;;;000111 Alugueis (Tté e SJC)                              ;   16.245,25;001
;;;;;;;;000111 Alugueis (Tté e SJC)                              ;    7.926,43;001
;;;;;;;;000111 Alugueis (Tté e SJC)                              ;    5.258,13;001
20/12/2012;40892   ;20862   ;004;04.069.709/0001-02   BIONEXO DO BRASIL LTDA                       ;    2.261,13;            ;26/03/2013;000072 Imob. Software                                    ;    2.261,13;001
28/02/2013;29813   ;21559   ;001;55.309.074/0001-04   CIRURGICA SÃO JOSÉ LTDA.                     ;      122,75;            ;26/03/2013;000047 Estoque Hemo                                      ;      122,75;001
28/02/2013;215008  ;21567   ;001;53246997000635       MACROMED C.M. MED. HOSP. LTDA                ;    1.649,90;            ;26/03/2013;000047 Estoque Hemo                                      ;    1.649,90;001
28/02/2013;112     ;21570   ;001;15.514.846/0001-17   T.F. FERRERA MEDIC ESPECIALIZADO             ;      969,76;            ;26/03/2013;000047 Estoque Hemo                                      ;      969,76;001
06/03/2013;1919    ;21617   ;001;10902                PETRA MAGO                                   ;      816,00;            ;26/03/2013;000047 Estoque Hemo                                      ;      816,00;001
06/03/2013;25879   ;21628   ;001;03.794.894/0001-27   SUPERMED COM E IMP PROD MED E HOSPITALAR LTDA;      857,65;            ;26/03/2013;000047 Estoque Hemo                                      ;      857,65;001
11/03/2013;1103    ;21631   ;001;02302100000106       BANDEIRANTE ENERGIA S A                      ;    6.725,78;            ;26/03/2013;000129 Energia Eletrica                                  ;       40,35;002
;;;;;;;;000129 Energia Eletrica                                  ;      168,14;002
;;;;;;;;000129 Energia Eletrica                                  ;       98,87;002
;;;;;;;;000129 Energia Eletrica                                  ;        4,04;002
;;;;;;;;000129 Energia Eletrica                                  ;       38,34;002
;;;;;;;;000129 Energia Eletrica                                  ;    3.894,23;002
;;;;;;;;000129 Energia Eletrica                                  ;      248,85;002
;;;;;;;;000129 Energia Eletrica                                  ;    2.232,96;002
11/03/2013;1103    ;21632   ;001;02302100000106       BANDEIRANTE ENERGIA S A                      ;   10.356,31;            ;26/03/2013;000129 Energia Eletrica                                  ;      517,82;001
;;;;;;;;000129 Energia Eletrica                                  ;       62,14;001
;;;;;;;;000129 Energia Eletrica                                  ;      113,92;001
;;;;;;;;000129 Energia Eletrica                                  ;      113,92;001
;;;;;;;;000129 Energia Eletrica                                  ;    1.014,92;001
;;;;;;;;000129 Energia Eletrica                                  ;      582,02;001
;;;;;;;;000129 Energia Eletrica                                  ;       31,07;001
;;;;;;;;000129 Energia Eletrica                                  ;      153,27;001
;;;;;;;;000129 Energia Eletrica                                  ;    4.287,51;001
;;;;;;;;000129 Energia Eletrica                                  ;    2.091,97;001
;;;;;;;;000129 Energia Eletrica                                  ;    1.387,75;001
25/03/2013;2503    ;21756   ;001;186861               RESCISÃO FUNCIONÁRIO                         ;    3.248,04;            ;27/03/2013;000094 Rescisões                                         ;    3.248,04;001
21/02/2013;132     ;21780   ;001;64088461000140       TADEU FERNANDO DOS SANTOS ME                 ;      520,00;            ;27/03/2013;000020 Manutenção Predial                                ;      520,00;001
27/03/2013;7964    ;21811   ;001;54.692.645/0001-61   CENTRO DE QUALIDADE ANALITICA                ;    1.715,87;            ;27/03/2013;000039 Serviço Contratado PJ                             ;    1.715,87;002
24/01/2013;26643   ;21188   ;003;53.611.125/0001-14   CENTROVALE COM. E PRODUTOS HOSPITALARES LTDA ;    3.920,00;            ;28/03/2013;000051 Estoque Hemo - MEDICAMENTOS                       ;    3.920,00;001
28/02/2013;2802    ;21506   ;001;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;    3.888,00;            ;28/03/2013;000009 Residuos Solidos Septicos                         ;    3.888,00;001
04/03/2013;0403    ;21515   ;001;49.351.786/0001-80   BAXTER HOSPITALAR LTDA                       ;   14.056,86;            ;28/03/2013;000024 Material de uso e consumo                         ;   12.651,17;001
;;;;;;;;000024 Material de uso e consumo                         ;    1.405,69;002
04/03/2013;0403    ;21516   ;001;01.440.590/0001-36   FRESENIUS MEDICAL LTDA                       ;   92.728,50;            ;28/03/2013;000024 Material de uso e consumo                         ;   92.728,50;001
28/02/2013;1166    ;21523   ;001;02.452.262/0001-12   GABIRUS REFRIGERAÇÃO COMERCIO LTDA ME        ;    1.380,00;            ;28/03/2013;000021 Manutenção Equip. (Corretiva)                     ;        8,28;001
;;;;;;;;000021 Manutenção Equip. (Corretiva)                     ;       15,18;001
;;;;;;;;000021 Manutenção Equip. (Corretiva)                     ;       69,00;001
;;;;;;;;000021 Manutenção Equip. (Corretiva)                     ;       15,18;001
;;;;;;;;000021 Manutenção Equip. (Corretiva)                     ;      135,24;001
;;;;;;;;000021 Manutenção Equip. (Corretiva)                     ;       77,56;001
;;;;;;;;000021 Manutenção Equip. (Corretiva)                     ;        4,14;001
;;;;;;;;000021 Manutenção Equip. (Corretiva)                     ;       20,42;001
;;;;;;;;000021 Manutenção Equip. (Corretiva)                     ;      571,32;001
;;;;;;;;000021 Manutenção Equip. (Corretiva)                     ;      278,76;001
;;;;;;;;000021 Manutenção Equip. (Corretiva)                     ;      184,92;001
28/02/2013;2786    ;21524   ;001;02.452.262/0001-12   GABIRUS REFRIGERAÇÃO COMERCIO LTDA ME        ;      807,50;            ;28/03/2013;000018 Manutenção Preventiva                             ;       40,38;001
;;;;;;;;000018 Manutenção Preventiva                             ;        4,85;001
;;;;;;;;000018 Manutenção Preventiva                             ;        8,88;001
;;;;;;;;000018 Manutenção Preventiva                             ;        8,88;001
;;;;;;;;000018 Manutenção Preventiva                             ;       79,12;001
;;;;;;;;000018 Manutenção Preventiva                             ;       45,38;001
;;;;;;;;000018 Manutenção Preventiva                             ;        2,42;001
;;;;;;;;000018 Manutenção Preventiva                             ;       11,95;001
;;;;;;;;000018 Manutenção Preventiva                             ;      334,31;001
;;;;;;;;000018 Manutenção Preventiva                             ;      163,12;001
;;;;;;;;000018 Manutenção Preventiva                             ;      108,21;001
28/02/2013;2787    ;21526   ;001;02.452.262/0001-12   GABIRUS REFRIGERAÇÃO COMERCIO LTDA ME        ;    1.164,00;            ;28/03/2013;000018 Manutenção Preventiva                             ;        6,98;002
;;;;;;;;000018 Manutenção Preventiva                             ;       29,10;002
;;;;;;;;000018 Manutenção Preventiva                             ;       17,11;002
;;;;;;;;000018 Manutenção Preventiva                             ;        0,70;002
;;;;;;;;000018 Manutenção Preventiva                             ;        6,63;002
;;;;;;;;000018 Manutenção Preventiva                             ;      673,96;002
;;;;;;;;000018 Manutenção Preventiva                             ;       43,07;002
;;;;;;;;000018 Manutenção Preventiva                             ;      386,45;002
04/03/2013;0403    ;21536   ;001;43776517000180       SABESP - COMPAHIA DE SANEAMENTO BÁSICO DO ESP;   21.805,55;            ;28/03/2013;000133 Agua                                              ;    1.090,28;001
;;;;;;;;000133 Agua                                              ;   20.715,27;001
28/02/2013;17333   ;21554   ;001;47536420000150       STELC CONSTRUÇÕES ELETRICOS E COERC LTDA     ;      298,00;            ;28/03/2013;000020 Manutenção Predial                                ;      298,00;001
28/02/2013;27327   ;21562   ;001;53.611.125/0001-14   CENTROVALE COM. E PRODUTOS HOSPITALARES LTDA ;      127,62;            ;28/03/2013;000047 Estoque Hemo                                      ;      127,62;001
28/02/2013;27316   ;21563   ;001;53.611.125/0001-14   CENTROVALE COM. E PRODUTOS HOSPITALARES LTDA ;      261,00;            ;28/03/2013;000047 Estoque Hemo                                      ;      261,00;001
04/03/2013;261263  ;21569   ;001;82.641.325/0018-66   CREMER S. A.                                 ;    1.335,22;            ;28/03/2013;000047 Estoque Hemo                                      ;    1.335,22;001
26/02/2013;28273   ;21634   ;001;60.840.055/0001-31   FLEURY S/A                                   ;    2.005,17;            ;28/03/2013;000034 Serviço de Laboratório                            ;    1.076,17;001
;;;;;;;;000034 Serviço de Laboratório                            ;       48,53;001
;;;;;;;;000034 Serviço de Laboratório                            ;      278,92;001
;;;;;;;;000034 Serviço de Laboratório                            ;      461,19;002
;;;;;;;;000034 Serviço de Laboratório                            ;       20,65;002
;;;;;;;;000034 Serviço de Laboratório                            ;      119,71;002
07/03/2013;71066   ;21659   ;001;29511607000118       CONTROLE DE QUALIDADE P/ LABORATORIOS        ;      645,45;            ;28/03/2013;000034 Serviço de Laboratório                            ;      346,42;001
;;;;;;;;000034 Serviço de Laboratório                            ;       15,62;001
;;;;;;;;000034 Serviço de Laboratório                            ;       89,78;001
;;;;;;;;000034 Serviço de Laboratório                            ;      148,45;002
;;;;;;;;000034 Serviço de Laboratório                            ;        6,65;002
;;;;;;;;000034 Serviço de Laboratório                            ;       38,53;002
18/03/2013;1803    ;21706   ;001;02449992005638       VIVO S.A                                     ;      128,90;            ;28/03/2013;000010 Internet                                          ;      128,90;001
20/03/2013;2725    ;21740   ;001;9372                 TERRA RECURSOS HUMANOS LTDA.                 ;      563,71;            ;28/03/2013;000039 Serviço Contratado PJ                             ;      563,71;002
20/03/2013;2724    ;21741   ;001;9372                 TERRA RECURSOS HUMANOS LTDA.                 ;    3.035,30;            ;28/03/2013;000039 Serviço Contratado PJ                             ;    3.035,30;001
22/03/2013;2787    ;21755   ;001;9372                 TERRA RECURSOS HUMANOS LTDA.                 ;       65,00;            ;28/03/2013;000039 Serviço Contratado PJ                             ;       65,00;001
25/03/2013;2503    ;21757   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;   14.925,78;            ;28/03/2013;000108 Cofins s/ Faturamento                             ;    2.841,87;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;      104,48;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;       29,85;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;      380,61;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;       19,40;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;      100,00;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;    8.207,69;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;      258,22;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;      247,77;002
;;;;;;;;000108 Cofins s/ Faturamento                             ;      149,26;002
;;;;;;;;000108 Cofins s/ Faturamento                             ;       62,69;002
;;;;;;;;000108 Cofins s/ Faturamento                             ;       23,88;002
;;;;;;;;000108 Cofins s/ Faturamento                             ;    2.213,49;002
;;;;;;;;000108 Cofins s/ Faturamento                             ;      286,57;002
21/03/2013;24      ;21767   ;001;02234118000100       J C LEANDRO TRANSPORTES ME                   ;    1.881,60;            ;28/03/2013;000012 Transportes de pacientes                          ;    1.881,60;001
25/03/2013;2503    ;21770   ;001;43776517000180       SABESP - COMPAHIA DE SANEAMENTO BÁSICO DO ESP;    4.044,95;            ;28/03/2013;000133 Agua                                              ;    4.044,95;002
25/03/2013;2503    ;21771   ;001;43776517000180       SABESP - COMPAHIA DE SANEAMENTO BÁSICO DO ESP;    2.089,27;            ;28/03/2013;000133 Agua                                              ;    2.089,27;002
26/03/2013;2603    ;21773   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;    2.331,96;            ;28/03/2013;000108 Cofins s/ Faturamento                             ;    2.331,96;001
28/03/2013;2803    ;21781   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;      780,51;            ;28/03/2013;000108 Cofins s/ Faturamento                             ;      148,61;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;        5,46;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;        1,56;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;       19,90;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;        1,01;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;        5,23;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;      429,20;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;       13,50;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;       12,96;002
;;;;;;;;000108 Cofins s/ Faturamento                             ;        7,81;002
;;;;;;;;000108 Cofins s/ Faturamento                             ;        3,28;002
;;;;;;;;000108 Cofins s/ Faturamento                             ;        1,25;002
;;;;;;;;000108 Cofins s/ Faturamento                             ;      115,75;002
;;;;;;;;000108 Cofins s/ Faturamento                             ;       14,99;002
28/03/2013;2803    ;21782   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;      736,26;            ;28/03/2013;000108 Cofins s/ Faturamento                             ;      140,18;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;        5,15;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;        1,47;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;       18,78;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;        0,96;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;        4,93;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;      404,87;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;       12,74;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;       12,22;002
;;;;;;;;000108 Cofins s/ Faturamento                             ;        7,36;002
;;;;;;;;000108 Cofins s/ Faturamento                             ;        3,09;002
;;;;;;;;000108 Cofins s/ Faturamento                             ;        1,18;002
;;;;;;;;000108 Cofins s/ Faturamento                             ;      109,19;002
;;;;;;;;000108 Cofins s/ Faturamento                             ;       14,14;002
28/03/2013;2803    ;21783   ;001;VCH45                FBV ALUGUEL                                  ;   26.531,78;            ;28/03/2013;000111 Alugueis (Tté e SJC)                              ;      159,19;002
;;;;;;;;000111 Alugueis (Tté e SJC)                              ;      663,29;002
;;;;;;;;000111 Alugueis (Tté e SJC)                              ;      390,02;002
;;;;;;;;000111 Alugueis (Tté e SJC)                              ;       15,92;002
;;;;;;;;000111 Alugueis (Tté e SJC)                              ;      151,23;002
;;;;;;;;000111 Alugueis (Tté e SJC)                              ;   15.361,90;002
;;;;;;;;000111 Alugueis (Tté e SJC)                              ;      981,68;002
;;;;;;;;000111 Alugueis (Tté e SJC)                              ;    8.808,55;002
28/03/2013;2803    ;21784   ;001;47436373000173       SINDHOSP SIND HOSP DO ESTADO DE SP           ;      130,00;            ;28/03/2013;000028 Sindicatos                                        ;      130,00;001
28/03/2013;2803    ;21785   ;001;47436373000173       SINDHOSP SIND HOSP DO ESTADO DE SP           ;    8.320,66;            ;28/03/2013;000028 Sindicatos                                        ;    8.320,66;001
28/03/2013;4171    ;21792   ;001;46629986000164       LAB DE ANALISES CLINICAS OSWALDO CRUZ        ;    9.375,51;            ;28/03/2013;000034 Serviço de Laboratório                            ;      226,89;001
;;;;;;;;000034 Serviço de Laboratório                            ;    5.031,84;001
;;;;;;;;000034 Serviço de Laboratório                            ;    1.304,13;001
;;;;;;;;000034 Serviço de Laboratório                            ;    2.156,37;002
;;;;;;;;000034 Serviço de Laboratório                            ;       96,56;002
;;;;;;;;000034 Serviço de Laboratório                            ;      559,72;002
28/03/2013;60      ;21886   ;001;10965                VALENS SERV. MÉDICOS                         ;    7.897,46;            ;28/03/2013;000014 Serviços Médicos / Plantonistas                   ;    7.897,46;002
20/02/2013;4221    ;21476   ;001;02.666.114/0001-09   MILCLEAN COM. E SERVIÇOS LTDA                ;   26.340,47;            ;29/03/2013;000037 Serviço de Limpeza                                ;    1.317,02;001
;;;;;;;;000037 Serviço de Limpeza                                ;      289,75;001
;;;;;;;;000037 Serviço de Limpeza                                ;    1.480,33;001
;;;;;;;;000037 Serviço de Limpeza                                ;       79,03;001
;;;;;;;;000037 Serviço de Limpeza                                ;      389,84;001
;;;;;;;;000037 Serviço de Limpeza                                ;   13.012,19;001
;;;;;;;;000037 Serviço de Limpeza                                ;    5.320,77;001
;;;;;;;;000037 Serviço de Limpeza                                ;    4.451,54;001
20/02/2013;4220    ;21481   ;001;02.666.114/0001-09   MILCLEAN COM. E SERVIÇOS LTDA                ;    9.988,70;            ;29/03/2013;000037 Serviço de Limpeza                                ;      146,83;002
;;;;;;;;000037 Serviço de Limpeza                                ;    6.033,18;002
;;;;;;;;000037 Serviço de Limpeza                                ;      492,44;002
;;;;;;;;000037 Serviço de Limpeza                                ;    3.316,25;002
28/02/2013;27336   ;21561   ;001;53.611.125/0001-14   CENTROVALE COM. E PRODUTOS HOSPITALARES LTDA ;      300,40;            ;29/03/2013;000051 Estoque Hemo - MEDICAMENTOS                       ;      300,40;001
28/02/2013;165485  ;21743   ;001;76097831000195       LABORATORIO ALVARO LTDA                      ;    3.454,94;            ;29/03/2013;000034 Serviço de Laboratório                            ;       83,61;001
;;;;;;;;000034 Serviço de Laboratório                            ;      480,58;001
;;;;;;;;000034 Serviço de Laboratório                            ;    1.854,27;001
;;;;;;;;000034 Serviço de Laboratório                            ;      794,63;002
;;;;;;;;000034 Serviço de Laboratório                            ;       35,59;002
;;;;;;;;000034 Serviço de Laboratório                            ;      206,26;002
01/03/2013;685     ;21745   ;001;06247783000199       ME GONÇALVES LELIS                           ;    2.287,00;            ;29/03/2013;000071 Imob. Moveis e Utensilios                         ;    2.287,00;002
04/03/2013;34945   ;21622   ;001;48.740.849/0001-28   CRAL ARTIGOS PARA LABORATORIO LTDA           ;      921,40;            ;30/03/2013;000048 Estoque Laboratório                               ;      921,40;001
28/02/2013;5355    ;21629   ;001;01.440.590/0001-36   FRESENIUS MEDICAL LTDA                       ;    8.134,02;            ;30/03/2013;000018 Manutenção Preventiva                             ;    2.602,89;001
;;;;;;;;000018 Manutenção Preventiva                             ;    1.464,12;002
;;;;;;;;000021 Manutenção Equip. (Corretiva)                     ;    2.602,89;001
;;;;;;;;000021 Manutenção Equip. (Corretiva)                     ;    1.464,12;002
15/03/2013;93      ;21700   ;001;661181420006-70      PERENNE EQUIP. E SISTEMAS DE AGUA            ;    1.720,00;            ;30/03/2013;000018 Manutenção Preventiva                             ;    1.720,00;001
15/03/2013;94      ;21701   ;001;661181420006-70      PERENNE EQUIP. E SISTEMAS DE AGUA            ;    1.720,00;            ;30/03/2013;000018 Manutenção Preventiva                             ;    1.720,00;002
03/01/2013;919333  ;20952   ;003;13245                CONSELHO REGIONAL DE MEDICINA                ;      316,00;            ;31/03/2013;000081 Taxa de renovação de licenças e impostos          ;      316,00;001
04/01/2013;0401    ;20955   ;003;13245                CONSELHO REGIONAL DE MEDICINA                ;      105,40;            ;31/03/2013;000081 Taxa de renovação de licenças e impostos          ;      105,40;001
14/02/2013;538     ;21364   ;001;47                   TRESCON- TREINAMENTO                         ;    3.115,30;            ;31/03/2013;000039 Serviço Contratado PJ                             ;    3.115,30;001
14/02/2013;537     ;21457   ;001;47                   TRESCON- TREINAMENTO                         ;      553,40;            ;31/03/2013;000039 Serviço Contratado PJ                             ;      553,40;002
16/02/2013;314     ;21544   ;001;07.344.389/0001-31   KLAUSEG ZELADORIA PATRIMONIAL                ;    8.755,70;            ;31/03/2013;000041 Serviço Vigilância                                ;       52,53;002
;;;;;;;;000041 Serviço Vigilância                                ;      218,89;002
;;;;;;;;000041 Serviço Vigilância                                ;      128,71;002
;;;;;;;;000041 Serviço Vigilância                                ;        5,25;002
;;;;;;;;000041 Serviço Vigilância                                ;       49,91;002
;;;;;;;;000041 Serviço Vigilância                                ;    5.069,55;002
;;;;;;;;000041 Serviço Vigilância                                ;      323,97;002
;;;;;;;;000041 Serviço Vigilância                                ;    2.906,89;002
01/03/2013;873339  ;21653   ;001;04.307.650/0001-35   ONCO PROD DIST.PRODUTO HOSP E ONCOLOGIA LTDA ;    1.010,46;            ;31/03/2013;000051 Estoque Hemo - MEDICAMENTOS                       ;    1.010,46;001
15/03/2013;1503    ;21673   ;001;47436373000173       SINDHOSP SIND HOSP DO ESTADO DE SP           ;      120,00;            ;31/03/2013;000028 Sindicatos                                        ;      120,00;001
15/03/2013;1503    ;21674   ;001;47436373000173       SINDHOSP SIND HOSP DO ESTADO DE SP           ;       10,00;            ;31/03/2013;000028 Sindicatos                                        ;       10,00;001
25/03/2013;2503    ;21769   ;001;47436373000173       SINDHOSP SIND HOSP DO ESTADO DE SP           ;       10,00;            ;31/03/2013;000028 Sindicatos                                        ;       10,00;001
