CTA BANCARIA;SALDO TRANSPORTE;DATA;No.LANCTO;No.DOCTO;TIPO MOVTO;DEBITO;CREDITO;FAVORECIDO;HISTORICO;SALDO;CTA ORCTO;VALOR;UNIDADE
15974-3                       ;    4.743,08;15/03/2013;000008;10;debito bancario          ;    1.531,74;            ;VEXER IND. E COM. DE EQUIPAMENTOS LTDA                 ;REF. a NF 779                                                                                                           ;    5.243,18;000066 Imob. Maquinas e Equipamentos                     ;    1.301,98;001;Taubaté
;;;;;;;;;;;000066 Imob. Maquinas e Equipamentos                     ;      229,76;002;São José
15974-3                       ;    4.743,08;15/03/2013;000009;10;debito bancario          ;      943,35;            ;STR COMERCIAL LTDA                                     ;REF. a NF 126776                                                                                                        ;    4.299,83;000066 Imob. Maquinas e Equipamentos                     ;      943,35;001;Taubaté
15974-3                       ;    4.743,08;15/03/2013;000010;10;debito bancario          ;      301,04;            ;TCRA DISTRIBUIÇÃO S/A                                  ;REF. a NF 1579                                                                                                          ;    3.998,79;000066 Imob. Maquinas e Equipamentos                     ;      301,04;001;Taubaté
15974-3                       ;    4.743,08;15/03/2013;000011;10;debito bancario          ;      231,51;            ;PIXEON MEDICAL SYSTEM COMERC LTDA                      ;REF. a NF 5696                                                                                                          ;    3.767,28;000072 Imob. Software                                    ;      177,50;001;Taubaté
;;;;;;;;;;;000072 Imob. Software                                    ;        7,99;001;Taubaté
;;;;;;;;;;;000072 Imob. Software                                    ;       46,02;001;Taubaté
15974-3                       ;    4.743,08;25/03/2013;000012;11;CREDITO (CLIENTE)        ;            ;      889,10;BRADESCO SAÚDE                                         ;REF. a NF 98/NFE63                                                                                                      ;    4.656,38;;;;
04-001989-4                   ;      492,77;04/03/2013;000001;16;despesas bancárias       ;       42,70;            ;despesa bancaria                                       ;                                                                                                                        ;      450,07;000117 Despesas Bancárias (tarifas)                      ;       42,70;001;Taubaté
04-001989-4                   ;      492,77;11/03/2013;000002;18;TED DEBITO               ;      250,00;            ;TED ENTRE CONTAS                                       ;                                                                                                                        ;      200,07;;;;
04-001989-4                   ;      492,77;15/03/2013;000003;11;CREDITO (CLIENTE)        ;            ;   13.166,63;ECONOMUS INST. DE SEG. SOCIAL                          ;REF. a NF 99/NFE63                                                                                                      ;   13.366,70;;;;
04-001989-4                   ;      492,77;18/03/2013;000004;18;TED DEBITO               ;   13.000,00;            ;TED ENTRE CONTAS BB                                    ;                                                                                                                        ;      366,70;;;;
04-001989-4                   ;      492,77;19/03/2013;000005;11;CREDITO (CLIENTE)        ;            ;  496.748,98;DRS XVII TAUBATÉ                                       ;REF. a NF 730/NFE                                                                                                       ;  497.115,68;;;;
04-001989-4                   ;      492,77;20/03/2013;000006;18;TED DEBITO               ;  497.000,00;            ;TED ENTRE CONTAS BB                                    ;                                                                                                                        ;      115,68;;;;
04-001989-4                   ;      492,77;22/03/2013;000007;11;CREDITO (CLIENTE)        ;            ;    6.178,90;INSTITUTO DE ASS MED SERVIDOR PUBLICO ESTADUA          ;REF. a NF 648/NFE                                                                                                       ;    6.294,58;;;;
04-001989-4                   ;      492,77;25/03/2013;000008;11;CREDITO (CLIENTE)        ;            ;   17.053,94;DRS XVII TAUBATÉ                                       ;REF. a NF 730/NFE                                                                                                       ;   23.348,52;;;;
04-001989-4                   ;      492,77;25/03/2013;000009;18;TED DEBITO               ;    6.000,00;            ;ted entre contas                                       ;                                                                                                                        ;   17.348,52;;;;
04-001989-4                   ;      492,77;27/03/2013;000010;18;TED DEBITO               ;   17.000,00;            ;ted entre contas                                       ;                                                                                                                        ;      348,52;;;;
04-001989-4                   ;      492,77;28/03/2013;000011;11;CREDITO (CLIENTE)        ;            ;   11.007,95;ECONOMUS INST. DE SEG. SOCIAL                          ;REF. a NF S/NF2874                                                                                                      ;   11.356,47;;;;
8149-3                        ;      612,58;05/03/2013;000001;16;despesas bancárias       ;       68,50;            ;DESPESA BANCARIA                                       ;                                                                                                                        ;      544,08;000117 Despesas Bancárias (tarifas)                      ;       68,50;001;Taubaté
8149-3                        ;      612,58;15/03/2013;000002;11;CREDITO (CLIENTE)        ;            ;    3.805,72;BASE DE AVIAÇÃO DE TAUBATÉ                             ;REF. a NF 657/NFE                                                                                                       ;    4.349,80;;;;
8149-3                        ;      612,58;21/03/2013;000003;18;TED DEBITO               ;    4.000,00;            ;TED ENTRE CONTAS                                       ;                                                                                                                        ;      349,80;;;;
8149-3                        ;      612,58;25/03/2013;000004;11;CREDITO (CLIENTE)        ;            ;   10.810,90;GEAP FUNDAÇÃO DE SEGURIDADE SOCIAL                     ;REF. a NF 106/NF63                                                                                                      ;   11.160,70;;;;
8149-3                        ;      612,58;27/03/2013;000005;18;TED DEBITO               ;   11.000,00;            ;ted entre contas                                       ;                                                                                                                        ;      160,70;;;;
13-000179-3                   ;      736,69;25/03/2013;000001;16;despesas bancárias       ;       40,00;            ;despesa bancaria                                       ;                                                                                                                        ;      696,69;000117 Despesas Bancárias (tarifas)                      ;       40,00;001;Taubaté
22849-45                      ;   72.884,89;01/03/2013;000001;18;TED DEBITO               ;   72.884,89;            ;ted entre contas                                       ;                                                                                                                        ;            ;;;;
22849-45                      ;   72.884,89;06/03/2013;000002;11;CREDITO (CLIENTE)        ;            ;   52.000,00;UNIMED TAUBATÉ COOP TRABALHO MÉDICO                    ;REF. a NF 623/NFE                                                                                                       ;   52.000,00;;;;
22849-45                      ;   72.884,89;07/03/2013;000003;18;TED DEBITO               ;   52.000,00;            ;rted entre contas                                      ;                                                                                                                        ;            ;;;;
22849-45                      ;   72.884,89;13/03/2013;000004;11;CREDITO (CLIENTE)        ;            ;   60.000,00;UNIMED TAUBATÉ COOP TRABALHO MÉDICO                    ;REF. a NF 623/NFE                                                                                                       ;   60.000,00;;;;
22849-45                      ;   72.884,89;13/03/2013;000005;16;despesas bancárias       ;       74,28;            ;despesas bancaria                                      ;                                                                                                                        ;   59.925,72;000117 Despesas Bancárias (tarifas)                      ;       74,28;001;Taubaté
22849-45                      ;   72.884,89;14/03/2013;000006;18;TED DEBITO               ;   59.925,72;            ;                                                       ;                                                                                                                        ;            ;;;;
22849-45                      ;   72.884,89;21/03/2013;000007;11;CREDITO (CLIENTE)        ;            ;   11.299,72;UNIMED TAUBATÉ COOP TRABALHO MÉDICO                    ;REF. a NF 445/NFE                                                                                                       ;   11.299,72;;;;
22849-45                      ;   72.884,89;22/03/2013;000008;11;CREDITO (CLIENTE)        ;            ;   60.000,00;UNIMED TAUBATÉ COOP TRABALHO MÉDICO                    ;REF. a NF 623/NFE                                                                                                       ;   71.299,72;;;;
22849-45                      ;   72.884,89;25/03/2013;000009;18;TED DEBITO               ;   70.000,00;            ;ted entre contas                                       ;                                                                                                                        ;    1.299,72;;;;
22849-45                      ;   72.884,89;27/03/2013;000010;18;TED DEBITO               ;    1.299,72;            ;ted entre contas                                       ;                                                                                                                        ;            ;;;;
22849-45                      ;   72.884,89;28/03/2013;000011;11;CREDITO (CLIENTE)        ;            ;   44.678,30;UNIMED TAUBATÉ COOP TRABALHO MÉDICO                    ;REF. a NF 658/NFE                                                                                                       ;   44.678,30;;;;
13-001019-8                   ;    7.812,23;04/03/2013;000001;10;debito bancario          ;    1.850,28;            ;FÉRIAS                                                 ;REF. a ferias Fabiana soares                                                                                            ;    5.961,95;000091 Adiantamento de 13º Salário                       ;      491,99;001;Taubaté
;;;;;;;;;;;000092 Férias                                            ;    1.358,29;001;Taubaté
13-001019-8                   ;    7.812,23;04/03/2013;000002;17;TED CREDITO              ;            ;  125.000,00;ted entre contas                                       ;                                                                                                                        ;  130.961,95;;;;
13-001019-8                   ;    7.812,23;05/03/2013;000003;10;debito bancario          ;  122.101,00;            ;FOLHA DE PAGAMENTO                                     ;REF. a folha tte e sjc                                                                                                  ;    8.860,95;000095 Folha de Pagamento                                ;    5.348,02;001;Taubaté
;;;;;;;;;;;000095 Folha de Pagamento                                ;    7.216,17;001;Taubaté
;;;;;;;;;;;000095 Folha de Pagamento                                ;      561,66;001;Taubaté
;;;;;;;;;;;000095 Folha de Pagamento                                ;    3.907,23;001;Taubaté
;;;;;;;;;;;000095 Folha de Pagamento                                ;      268,62;001;Taubaté
;;;;;;;;;;;000095 Folha de Pagamento                                ;    1.306,49;001;Taubaté
;;;;;;;;;;;000095 Folha de Pagamento                                ;   69.744,09;001;Taubaté
;;;;;;;;;;;000095 Folha de Pagamento                                ;   12.674,08;001;Taubaté
;;;;;;;;;;;000095 Folha de Pagamento                                ;    1.379,74;001;Taubaté
;;;;;;;;;;;000095 Folha de Pagamento                                ;      708,19;002;São José
;;;;;;;;;;;000095 Folha de Pagamento                                ;   12.271,15;002;São José
;;;;;;;;;;;000095 Folha de Pagamento                                ;    5.494,55;002;São José
;;;;;;;;;;;000095 Folha de Pagamento                                ;    1.221,01;002;São José
13-001019-8                   ;    7.812,23;08/03/2013;000004;16;despesas bancárias       ;      197,25;            ;despesa bancaria                                       ;                                                                                                                        ;    8.663,70;000117 Despesas Bancárias (tarifas)                      ;      197,25;001;Taubaté
13-001019-8                   ;    7.812,23;08/03/2013;000005;17;TED CREDITO              ;            ;   10.000,00;teds entre contas                                      ;                                                                                                                        ;   18.663,70;;;;
13-001019-8                   ;    7.812,23;08/03/2013;000006;10;debito bancario          ;    2.919,91;            ;FÉRIAS                                                 ;REF. a ferias Regina Claudia Pinto                                                                                      ;   15.743,79;000092 Férias                                            ;    2.919,91;001;Taubaté
13-001019-8                   ;    7.812,23;08/03/2013;000007;10;debito bancario          ;    1.161,33;            ;RIBEIRO & LUI SOCIEDADE SIMPLES LTDA                   ;REF. a NF 55                                                                                                            ;   14.582,46;000014 Serviços Médicos / Plantonistas                   ;    1.161,33;001;Taubaté
13-001019-8                   ;    7.812,23;08/03/2013;000008;10;debito bancario          ;    6.873,00;            ;ADIANTAMENTO 13º SAL                                   ;REF. a NF 2702                                                                                                          ;    7.709,46;000091 Adiantamento de 13º Salário                       ;    4.710,07;001;Taubaté
;;;;;;;;;;;000091 Adiantamento de 13º Salário                       ;      404,82;001;Taubaté
;;;;;;;;;;;000091 Adiantamento de 13º Salário                       ;    1.758,11;002;São José
13-001019-8                   ;    7.812,23;11/03/2013;000009;10;debito bancario          ;    2.305,65;            ;FÉRIAS                                                 ;REF. a ferias valeria                                                                                                   ;    5.403,81;000092 Férias                                            ;    2.305,65;001;Taubaté
13-001019-8                   ;    7.812,23;12/03/2013;000010;16;despesas bancárias       ;       17,50;            ;despesa bancaria                                       ;                                                                                                                        ;    5.386,31;000117 Despesas Bancárias (tarifas)                      ;       17,50;001;Taubaté
13-001019-8                   ;    7.812,23;21/03/2013;000011;10;debito bancario          ;    2.589,25;            ;FÉRIAS                                                 ;REF. a férias  Edilson                                                                                                  ;    2.797,06;000091 Adiantamento de 13º Salário                       ;      629,96;001;Taubaté
;;;;;;;;;;;000092 Férias                                            ;    1.959,29;001;Taubaté
13-001019-8                   ;    7.812,23;21/03/2013;000012;10;debito bancario          ;    1.199,41;            ;FÉRIAS                                                 ;REF. a férias Edliane Mori Ribeiro                                                                                      ;    1.597,65;000092 Férias                                            ;    1.199,41;001;Taubaté
13-001019-8                   ;    7.812,23;22/03/2013;000013;16;despesas bancárias       ;        3,50;            ;despesa bancaria                                       ;                                                                                                                        ;    1.594,15;000117 Despesas Bancárias (tarifas)                      ;        3,50;001;Taubaté
13-001019-8                   ;    7.812,23;26/03/2013;000014;17;TED CREDITO              ;            ;   10.000,00;ted entre contas                                       ;                                                                                                                        ;   11.594,15;;;;
13-001019-8                   ;    7.812,23;26/03/2013;000015;10;debito bancario          ;    3.248,04;            ;RESCISÃO FUNCIONÁRIO                                   ;REF. a RESCISÃO DANIELLI PAIVA                                                                                          ;    8.346,11;000094 Rescisões                                         ;    3.248,04;001;Taubaté
13-001019-8                   ;    7.812,23;27/03/2013;000016;11;CREDITO (CLIENTE)        ;            ;    4.462,66;POLICLIN S/A SERV. MÉDICOS HOSPITALARES                ;REF. a NF 691/NFE                                                                                                       ;   12.808,77;;;;
13-001019-8                   ;    7.812,23;27/03/2013;000017;16;despesas bancárias       ;        1,75;            ;DESPESA BANCARIA                                       ;                                                                                                                        ;   12.807,02;000117 Despesas Bancárias (tarifas)                      ;        1,75;001;Taubaté
13-001019-8                   ;    7.812,23;28/03/2013;000018;23;RENDIMENTOS POUPANÇA     ;            ;        4,82;rendimentos                                            ;                                                                                                                        ;   12.811,84;;;;
565-7                         ;      497,43;14/03/2013;000001;16;despesas bancárias       ;       20,00;            ;DESPESA BANCARIA AUMENTO CAPITAL                       ;                                                                                                                        ;      477,43;000117 Despesas Bancárias (tarifas)                      ;       20,00;001;Taubaté
Caixinha - tté                ;    1.758,97;01/03/2013;000001;10;debito bancario          ;       32,90;            ;RESTAURANTE FREDONE                                    ;                                                                                                                        ;    1.726,07;000001 Alimentação                                       ;       32,90;001;Taubaté
Caixinha - tté                ;    1.758,97;02/03/2013;000019;10;debito bancario          ;      700,00;            ;TRANSFERENCIA DE CAIXA                                 ;                                                                                                                        ;    1.026,07;000024 Material de uso e consumo                         ;      700,00;002;São José
Caixinha - tté                ;    1.758,97;05/03/2013;000009;10;debito bancario          ;        1,50;            ;vaz ESTACIONAMENTO LTDA NF 3810                        ;                                                                                                                        ;    1.024,57;000116 Pedágio e Estacionamento                          ;        1,50;001;Taubaté
Caixinha - tté                ;    1.758,97;06/03/2013;000002;10;debito bancario          ;       40,00;            ;RS MORAES TAUBATE NF 13747                             ;                                                                                                                        ;      984,57;000097 Diversos                                          ;       40,00;001;Taubaté
Caixinha - tté                ;    1.758,97;06/03/2013;000003;21;REFORÇO CAIXA (C)        ;            ;    2.567,96;REFORÇO CAIXA CHEQUE 489992 E 489996                   ;                                                                                                                        ;    3.552,53;;;;
Caixinha - tté                ;    1.758,97;07/03/2013;000011;10;debito bancario          ;       41,80;            ;S.O EMBALAGENS TAUBATE LTDA                            ;                                                                                                                        ;    3.510,73;000024 Material de uso e consumo                         ;       41,80;001;Taubaté
Caixinha - tté                ;    1.758,97;07/03/2013;000012;10;debito bancario          ;       10,50;            ;JOSE OSMAR SALVATI BAR ME                              ;                                                                                                                        ;    3.500,23;000001 Alimentação                                       ;       10,50;001;Taubaté
Caixinha - tté                ;    1.758,97;07/03/2013;000013;10;debito bancario          ;      200,00;            ;LUCIA REGINA DOS ANTOS FLORICULTURA NF 371             ;                                                                                                                        ;    3.300,23;000017 Eventos                                           ;      200,00;001;Taubaté
Caixinha - tté                ;    1.758,97;07/03/2013;000017;10;debito bancario          ;        3,75;            ;PAPELARIA CAMPELO                                      ;                                                                                                                        ;    3.296,48;000017 Eventos                                           ;        3,75;001;Taubaté
Caixinha - tté                ;    1.758,97;08/03/2013;000004;11;CREDITO (CLIENTE)        ;            ;      359,00;JOAO DINIZ CORREA                                      ;REF. a NF 677/NFE                                                                                                       ;    3.655,48;;;;
Caixinha - tté                ;    1.758,97;08/03/2013;000005;11;CREDITO (CLIENTE)        ;            ;      156,10;SUELI APARECIDA DE VASCONCELLOS DE ALVARENGA           ;REF. a NF 676/NFE                                                                                                       ;    3.811,58;;;;
Caixinha - tté                ;    1.758,97;08/03/2013;000006;11;CREDITO (CLIENTE)        ;            ;      291,10;ANTONIO LUIZ GONÇALVES                                 ;REF. a NF 675/NFE                                                                                                       ;    4.102,68;;;;
Caixinha - tté                ;    1.758,97;08/03/2013;000007;11;CREDITO (CLIENTE)        ;            ;      233,30;JOSE EUSTAQUIO FILHO                                   ;REF. a NF 678/NFE                                                                                                       ;    4.335,98;;;;
Caixinha - tté                ;    1.758,97;08/03/2013;000008;11;CREDITO (CLIENTE)        ;            ;      152,90;FLAVIO FERREIRA FLORENÇANO                             ;REF. a NF 679/NFE                                                                                                       ;    4.488,88;;;;
Caixinha - tté                ;    1.758,97;08/03/2013;000010;10;debito bancario          ;        9,92;            ;DRoGA QUINZE                                           ;                                                                                                                        ;    4.478,96;000024 Material de uso e consumo                         ;        9,92;001;Taubaté
Caixinha - tté                ;    1.758,97;11/03/2013;000016;10;debito bancario          ;        6,00;            ;JAPA ESTACIONAMENTO                                    ;                                                                                                                        ;    4.472,96;000116 Pedágio e Estacionamento                          ;        6,00;001;Taubaté
Caixinha - tté                ;    1.758,97;12/03/2013;000015;10;debito bancario          ;       27,80;            ;MARUI ALIMENTOS LTDA                                   ;                                                                                                                        ;    4.445,16;000001 Alimentação                                       ;       27,80;001;Taubaté
Caixinha - tté                ;    1.758,97;12/03/2013;000021;10;debito bancario          ;       56,65;            ;candinho a.r. neto me nf 1688                          ;                                                                                                                        ;    4.388,51;000017 Eventos                                           ;       56,65;001;Taubaté
Caixinha - tté                ;    1.758,97;12/03/2013;000038;10;debito bancario          ;       10,00;            ;AUTOPOSTO-BOM RODAR                                    ;                                                                                                                        ;    4.378,51;000005 Combustiveis e Lubrificantes                      ;       10,00;001;Taubaté
Caixinha - tté                ;    1.758,97;13/03/2013;000018;10;debito bancario          ;       81,60;            ;RODONAVES TRANSPORTES                                  ;                                                                                                                        ;    4.296,91;000115 Frete e Trasnporte                                ;       81,60;001;Taubaté
Caixinha - tté                ;    1.758,97;14/03/2013;000014;10;debito bancario          ;      315,58;            ;CENTRAL DE CURSOS E EVENTOS S/C LTDA                   ;REF. a NF 3722                                                                                                          ;    3.981,33;000008 Cursos e Especializações                          ;      315,58;001;Taubaté
Caixinha - tté                ;    1.758,97;14/03/2013;000020;10;debito bancario          ;      197,88;            ;A.F.MOLICA - EPP                                       ;REF. a NF 712                                                                                                           ;    3.783,45;000017 Eventos                                           ;      131,91;001;Taubaté
;;;;;;;;;;;000017 Eventos                                           ;       33,00;001;Taubaté
;;;;;;;;;;;000017 Eventos                                           ;       32,97;002;São José
Caixinha - tté                ;    1.758,97;15/03/2013;000022;10;debito bancario          ;       24,90;            ;MENDONÇA PEÇAS E ACESSORIOS                            ;                                                                                                                        ;    3.758,55;000097 Diversos                                          ;       24,90;001;Taubaté
Caixinha - tté                ;    1.758,97;18/03/2013;000023;11;CREDITO (CLIENTE)        ;            ;      156,10;SUELI APARECIDA DE VASCONCELLOS DE ALVARENGA           ;REF. a NF 689/NFE                                                                                                       ;    3.914,65;;;;
Caixinha - tté                ;    1.758,97;18/03/2013;000024;11;CREDITO (CLIENTE)        ;            ;      136,90;ERMELINDA DA SILVA RIZZI                               ;REF. a NF 690/NFE                                                                                                       ;    4.051,55;;;;
Caixinha - tté                ;    1.758,97;18/03/2013;000028;10;debito bancario          ;        8,00;            ;RS MORAES TAUBATE ME NF 13781                          ;                                                                                                                        ;    4.043,55;000097 Diversos                                          ;        8,00;001;Taubaté
Caixinha - tté                ;    1.758,97;19/03/2013;000030;10;debito bancario          ;       70,00;            ;Vanderlene dos Santos Silva Me nf 61                   ;                                                                                                                        ;    3.973,55;000021 Manutenção Equip. (Corretiva)                     ;       70,00;001;Taubaté
Caixinha - tté                ;    1.758,97;19/03/2013;000031;10;debito bancario          ;        8,00;            ;PARE FÁCIL ESTACIONAMENTO S/C . LTDA NF 7              ;                                                                                                                        ;    3.965,55;000116 Pedágio e Estacionamento                          ;        8,00;001;Taubaté
Caixinha - tté                ;    1.758,97;19/03/2013;000032;10;debito bancario          ;       39,98;            ;AF Molica EPP NF 720                                   ;                                                                                                                        ;    3.925,57;000017 Eventos                                           ;       39,98;001;Taubaté
Caixinha - tté                ;    1.758,97;19/03/2013;000033;10;debito bancario          ;      103,80;            ;ANGELA ARTIGOS PRA FESTA NF 283                        ;                                                                                                                        ;    3.821,77;000017 Eventos                                           ;      103,80;001;Taubaté
Caixinha - tté                ;    1.758,97;22/03/2013;000026;10;debito bancario          ;       32,90;            ;cesar tobias Restaurante me                            ;                                                                                                                        ;    3.788,87;000001 Alimentação                                       ;       32,90;001;Taubaté
Caixinha - tté                ;    1.758,97;22/03/2013;000037;10;debito bancario          ;       24,00;            ;TEIXEIRA E AZEVEDO FARMACIA LTDA                       ;                                                                                                                        ;    3.764,87;000024 Material de uso e consumo                         ;       24,00;001;Taubaté
Caixinha - tté                ;    1.758,97;25/03/2013;000025;11;CREDITO (CLIENTE)        ;            ;      100,00;ELIANA APARECIDA DA SILVA                              ;REF. a NF 668/NFE                                                                                                       ;    3.864,87;;;;
Caixinha - tté                ;    1.758,97;25/03/2013;000027;10;debito bancario          ;      317,20;            ;VALE TRANSPORTE                                        ;REF. a NF 1803                                                                                                          ;    3.547,67;000130 Vale Transporte                                   ;            ;002;São José
;;;;;;;;;;;000130 Vale Transporte                                   ;      317,20;002;São José
;;;;;;;;;;;000130 Vale Transporte                                   ;            ;002;São José
Caixinha - tté                ;    1.758,97;25/03/2013;000029;10;debito bancario          ;       27,80;            ;MARUI ALIMENTOS LTDA                                   ;                                                                                                                        ;    3.519,87;000001 Alimentação                                       ;       27,80;001;Taubaté
Caixinha - tté                ;    1.758,97;26/03/2013;000035;10;debito bancario          ;       27,80;            ;Marui Alimentos Ltda                                   ;                                                                                                                        ;    3.492,07;000001 Alimentação                                       ;       27,80;001;Taubaté
Caixinha - tté                ;    1.758,97;26/03/2013;000036;10;debito bancario          ;       16,22;            ;restaurante KILOCENTER                                 ;                                                                                                                        ;    3.475,85;000001 Alimentação                                       ;       16,22;001;Taubaté
Caixinha - tté                ;    1.758,97;26/03/2013;000039;10;debito bancario          ;       27,00;            ;LOJAS BRASIL                                           ;                                                                                                                        ;    3.448,85;000024 Material de uso e consumo                         ;       27,00;001;Taubaté
Caixinha - tté                ;    1.758,97;26/03/2013;000041;10;debito bancario          ;      363,00;            ;DENILDA APARECIDA DE CAMPOS ME NF 28                   ;                                                                                                                        ;    3.085,85;000017 Eventos                                           ;      363,00;001;Taubaté
Caixinha - tté                ;    1.758,97;27/03/2013;000034;10;debito bancario          ;       17,10;            ;restaurante kilocenter ltda                            ;                                                                                                                        ;    3.068,75;000001 Alimentação                                       ;       17,10;001;Taubaté
Caixinha - tté                ;    1.758,97;27/03/2013;000040;10;debito bancario          ;       93,50;            ;DENILDA APARECIDA DE CAMPOS ME NF 30                   ;                                                                                                                        ;    2.975,25;000017 Eventos                                           ;       93,50;001;Taubaté
Caixinha - tté                ;    1.758,97;28/03/2013;000042;10;debito bancario          ;       35,80;            ;copiadora campello ltda me nf 1503                     ;                                                                                                                        ;    2.939,45;000029 Xerox / Encadernação                              ;       35,80;001;Taubaté
Caixinha - tté                ;    1.758,97;28/03/2013;000043;10;debito bancario          ;       18,85;            ;drogaquinze DSI DROGARIA LTDA                          ;                                                                                                                        ;    2.920,60;000024 Material de uso e consumo                         ;       18,85;001;Taubaté
Caixinha - tté                ;    1.758,97;28/03/2013;000044;10;debito bancario          ;       40,00;            ;NT O KODA PERFUMARIA  NF 900                           ;                                                                                                                        ;    2.880,60;000024 Material de uso e consumo                         ;       40,00;001;Taubaté
707-5                         ;    1.712,94;08/03/2013;000001;17;TED CREDITO              ;            ;   16.000,00;TED ENTRE CONTAS                                       ;                                                                                                                        ;   17.712,94;;;;
707-5                         ;    1.712,94;11/03/2013;000002;10;debito bancario          ;   14.830,46;            ;CAIXA ECONOMICA FEDERAL                                ;REF. a NF 2502                                                                                                          ;    2.882,48;000121 Emprestimo Consignado - Funcionários              ;      652,54;001;Taubaté
;;;;;;;;;;;000121 Emprestimo Consignado - Funcionários              ;      433,05;001;Taubaté
;;;;;;;;;;;000121 Emprestimo Consignado - Funcionários              ;   11.177,72;001;Taubaté
;;;;;;;;;;;000121 Emprestimo Consignado - Funcionários              ;    2.567,15;001;Taubaté
707-5                         ;    1.712,94;11/03/2013;000003;10;debito bancario          ;      201,00;            ;CAIXA ECONOMICA FEDERAL                                ;REF. a NF 2502                                                                                                          ;    2.681,48;000121 Emprestimo Consignado - Funcionários              ;      118,49;002;São José
;;;;;;;;;;;000121 Emprestimo Consignado - Funcionários              ;       82,51;002;São José
707-5                         ;    1.712,94;11/03/2013;000004;10;debito bancario          ;    1.535,50;            ;CAIXA ECONOMICA FEDERAL                                ;REF. a NF 2603                                                                                                          ;    1.145,98;000121 Emprestimo Consignado - Funcionários              ;      905,18;002;São José
;;;;;;;;;;;000121 Emprestimo Consignado - Funcionários              ;      630,32;002;São José
707-5                         ;    1.712,94;25/03/2013;000005;16;despesas bancárias       ;       21,50;            ;DESPESA BANCARIA                                       ;                                                                                                                        ;    1.124,48;000117 Despesas Bancárias (tarifas)                      ;       21,50;001;Taubaté
01615-9                       ;    9.868,46;01/03/2013;000001;10;debito bancario          ;       44,69;            ;CIRURGICA SÃO JOSÉ LTDA.                               ;REF. a NF 28475                                                                                                         ;    9.823,77;000047 Estoque Hemo                                      ;       44,69;001;Taubaté
01615-9                       ;    9.868,46;01/03/2013;000002;10;debito bancario          ;      282,60;            ;MILCLEAN COM. E SERVIÇOS LTDA                          ;REF. a NF 65491                                                                                                         ;    9.541,17;000053 Estoque Material Limpeza                          ;      282,60;001;Taubaté
01615-9                       ;    9.868,46;01/03/2013;000003;10;debito bancario          ;    1.680,00;            ;FRESENIUS MEDICAL LTDA                                 ;REF. a NF 1302                                                                                                          ;    7.861,17;000019 Locação de Maquinas e Equipamentos                ;    1.680,00;001;Taubaté
01615-9                       ;    9.868,46;01/03/2013;000004;10;debito bancario          ;      399,96;            ;HEXIS CIENTÍFICA S/A                                   ;REF. a NF 231301                                                                                                        ;    7.461,21;000047 Estoque Hemo                                      ;      399,96;001;Taubaté
01615-9                       ;    9.868,46;01/03/2013;000005;10;debito bancario          ;       83,75;            ;LABORATÓRIO SÃO LUCAS                                  ;REF. a NF 476                                                                                                           ;    7.377,46;000034 Serviço de Laboratório                            ;       64,21;001;Taubaté
;;;;;;;;;;;000034 Serviço de Laboratório                            ;        2,89;001;Taubaté
;;;;;;;;;;;000034 Serviço de Laboratório                            ;       16,65;001;Taubaté
01615-9                       ;    9.868,46;01/03/2013;000006;10;debito bancario          ;    3.905,88;            ;CIRURGICA SÃO JOSÉ LTDA.                               ;REF. a NF 17980                                                                                                         ;    3.471,58;000047 Estoque Hemo                                      ;    3.905,88;001;Taubaté
01615-9                       ;    9.868,46;04/03/2013;000007;16;despesas bancárias       ;       38,00;            ;DESPESA BANCARIA                                       ;                                                                                                                        ;    3.433,58;000117 Despesas Bancárias (tarifas)                      ;       38,00;001;Taubaté
01615-9                       ;    9.868,46;07/03/2013;000008;10;debito bancario          ;      280,00;            ;Transporte Rod. Teix Varajão Ltda                      ;REF. a NF 266120                                                                                                        ;    3.153,58;000115 Frete e Trasnporte                                ;      280,00;001;Taubaté
01615-9                       ;    9.868,46;07/03/2013;000009;10;debito bancario          ;      973,20;            ;HEXIS CIENTÍFICA S/A                                   ;REF. a NF 232693                                                                                                        ;    2.180,38;000047 Estoque Hemo                                      ;      973,20;001;Taubaté
01615-9                       ;    9.868,46;07/03/2013;000010;10;debito bancario          ;      630,00;            ;NIPROMEDICAL LTDA.                                     ;REF. a NF 66180                                                                                                         ;    1.550,38;000047 Estoque Hemo                                      ;      630,00;001;Taubaté
01615-9                       ;    9.868,46;07/03/2013;000011;10;debito bancario          ;      113,28;            ;CIRURGICA MAFRA LTDA.                                  ;REF. a NF 307599                                                                                                        ;    1.437,10;000047 Estoque Hemo                                      ;      113,28;001;Taubaté
01615-9                       ;    9.868,46;07/03/2013;000012;10;debito bancario          ;      400,00;            ;CENTERLAB CENTROAL DE LABORATÓRIOS LTDA                ;REF. a NF 2663                                                                                                          ;    1.037,10;000034 Serviço de Laboratório                            ;      214,68;001;Taubaté
;;;;;;;;;;;000034 Serviço de Laboratório                            ;        9,68;001;Taubaté
;;;;;;;;;;;000034 Serviço de Laboratório                            ;       55,64;001;Taubaté
;;;;;;;;;;;000034 Serviço de Laboratório                            ;        4,12;002;São José
;;;;;;;;;;;000034 Serviço de Laboratório                            ;       23,88;002;São José
;;;;;;;;;;;000034 Serviço de Laboratório                            ;       92,00;002;São José
