CTA ORCTO;No.DOCTO;PARCELA;FORNECEDOR;VENCTO;PAGTO;VALOR;C.CUSTO;UNIDADE
00108 Cofins s/ Faturamento                             ;21782   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;28/03/2013;28/03/2013;       14,14;004001 Consultorio                                       ;002 São José
00110 ISS s/ Faturamento                                ;21695   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;20/03/2013;20/03/2013;      473,92;000012 Dialise Peritonial - DPA                          ;002 São José
00110 ISS s/ Faturamento                                ;21695   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;20/03/2013;20/03/2013;       25,92;000013 Hemo - MEDICAMENTOS                               ;002 São José
00110 ISS s/ Faturamento                                ;21695   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;20/03/2013;20/03/2013;       88,66;000014 U.T.I - Dialise Externa                           ;002 São José
00110 ISS s/ Faturamento                                ;21695   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;20/03/2013;20/03/2013;       55,08;001001 Laboratorio Hemo                                  ;002 São José
00110 ISS s/ Faturamento                                ;21695   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;20/03/2013;20/03/2013;        2,65;001006 Laboratorio DPA                                   ;002 São José
00110 ISS s/ Faturamento                                ;21695   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;20/03/2013;20/03/2013;       21,21;001007 Laboratorio Externo                               ;002 São José
00110 ISS s/ Faturamento                                ;21695   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;20/03/2013;20/03/2013;    2.122,48;002001 Hemodialise                                       ;002 São José
00110 ISS s/ Faturamento                                ;21695   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;20/03/2013;20/03/2013;      155,52;004001 Consultorio                                       ;002 São José
00110 ISS s/ Faturamento                                ;21696   ;001;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;20/03/2013;20/03/2013;    2.828,96;000012 Dialise Peritonial - DPA                          ;001 Taubaté
00110 ISS s/ Faturamento                                ;21696   ;001;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;20/03/2013;20/03/2013;      179,03;000013 Hemo - MEDICAMENTOS                               ;001 Taubaté
00110 ISS s/ Faturamento                                ;21696   ;001;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;20/03/2013;20/03/2013;      105,23;000014 U.T.I - Dialise Externa                           ;001 Taubaté
00110 ISS s/ Faturamento                                ;21696   ;001;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;20/03/2013;20/03/2013;      288,35;001001 Laboratorio Hemo                                  ;001 Taubaté
00110 ISS s/ Faturamento                                ;21696   ;001;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;20/03/2013;20/03/2013;       16,40;001006 Laboratorio DPA                                   ;001 Taubaté
00110 ISS s/ Faturamento                                ;21696   ;001;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;20/03/2013;20/03/2013;       75,17;001007 Laboratorio Externo                               ;001 Taubaté
00110 ISS s/ Faturamento                                ;21696   ;001;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;20/03/2013;20/03/2013;    9.915,02;002001 Hemodialise                                       ;001 Taubaté
00110 ISS s/ Faturamento                                ;21696   ;001;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;20/03/2013;20/03/2013;      258,30;004001 Consultorio                                       ;001 Taubaté
00110 ISS s/ Faturamento                                ;21697   ;001;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;20/03/2013;20/03/2013;      467,67;000012 Dialise Peritonial - DPA                          ;001 Taubaté
00110 ISS s/ Faturamento                                ;21697   ;001;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;20/03/2013;20/03/2013;       29,60;000013 Hemo - MEDICAMENTOS                               ;001 Taubaté
00110 ISS s/ Faturamento                                ;21697   ;001;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;20/03/2013;20/03/2013;       17,40;000014 U.T.I - Dialise Externa                           ;001 Taubaté
00110 ISS s/ Faturamento                                ;21697   ;001;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;20/03/2013;20/03/2013;       47,67;001001 Laboratorio Hemo                                  ;001 Taubaté
00110 ISS s/ Faturamento                                ;21697   ;001;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;20/03/2013;20/03/2013;        2,71;001006 Laboratorio DPA                                   ;001 Taubaté
00110 ISS s/ Faturamento                                ;21697   ;001;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;20/03/2013;20/03/2013;       12,43;001007 Laboratorio Externo                               ;001 Taubaté
00110 ISS s/ Faturamento                                ;21697   ;001;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;20/03/2013;20/03/2013;    1.639,11;002001 Hemodialise                                       ;001 Taubaté
00110 ISS s/ Faturamento                                ;21697   ;001;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;20/03/2013;20/03/2013;       42,70;004001 Consultorio                                       ;001 Taubaté
00111 Alugueis (Tté e SJC)                              ;21651   ;001;VCH45                FBV ALUGUEL                                  ;14/03/2013;14/03/2013;      159,19;000012 Dialise Peritonial - DPA                          ;002 São José
00111 Alugueis (Tté e SJC)                              ;21651   ;001;VCH45                FBV ALUGUEL                                  ;14/03/2013;14/03/2013;      663,29;000016 Farmacia - PRODUÇÃO                               ;002 São José
00111 Alugueis (Tté e SJC)                              ;21651   ;001;VCH45                FBV ALUGUEL                                  ;14/03/2013;14/03/2013;      390,02;001001 Laboratorio Hemo                                  ;002 São José
00111 Alugueis (Tté e SJC)                              ;21651   ;001;VCH45                FBV ALUGUEL                                  ;14/03/2013;14/03/2013;       15,92;001006 Laboratorio DPA                                   ;002 São José
00111 Alugueis (Tté e SJC)                              ;21651   ;001;VCH45                FBV ALUGUEL                                  ;14/03/2013;14/03/2013;      151,23;001007 Laboratorio Externo                               ;002 São José
00111 Alugueis (Tté e SJC)                              ;21651   ;001;VCH45                FBV ALUGUEL                                  ;14/03/2013;14/03/2013;   15.361,90;002001 Hemodialise                                       ;002 São José
00111 Alugueis (Tté e SJC)                              ;21651   ;001;VCH45                FBV ALUGUEL                                  ;14/03/2013;14/03/2013;      981,68;003001 Administracao                                     ;002 São José
00111 Alugueis (Tté e SJC)                              ;21651   ;001;VCH45                FBV ALUGUEL                                  ;14/03/2013;14/03/2013;    8.808,55;004001 Consultorio                                       ;002 São José
00111 Alugueis (Tté e SJC)                              ;21779   ;001;0165                 W.M.B. GESTÃO PATRIMONIAL                    ;25/03/2013;27/03/2013;    1.961,99;000012 Dialise Peritonial - DPA                          ;001 Taubaté
00111 Alugueis (Tté e SJC)                              ;21779   ;001;0165                 W.M.B. GESTÃO PATRIMONIAL                    ;25/03/2013;27/03/2013;      235,44;000013 Hemo - MEDICAMENTOS                               ;001 Taubaté
00111 Alugueis (Tté e SJC)                              ;21779   ;001;0165                 W.M.B. GESTÃO PATRIMONIAL                    ;25/03/2013;27/03/2013;      431,64;000014 U.T.I - Dialise Externa                           ;001 Taubaté
00111 Alugueis (Tté e SJC)                              ;21779   ;001;0165                 W.M.B. GESTÃO PATRIMONIAL                    ;25/03/2013;27/03/2013;      431,63;000015 Procedimento Cirurgicos                           ;001 Taubaté
00111 Alugueis (Tté e SJC)                              ;21779   ;001;0165                 W.M.B. GESTÃO PATRIMONIAL                    ;25/03/2013;27/03/2013;    3.845,49;000016 Farmacia - PRODUÇÃO                               ;001 Taubaté
00111 Alugueis (Tté e SJC)                              ;21779   ;001;0165                 W.M.B. GESTÃO PATRIMONIAL                    ;25/03/2013;27/03/2013;    2.205,27;001001 Laboratorio Hemo                                  ;001 Taubaté
00111 Alugueis (Tté e SJC)                              ;21779   ;001;0165                 W.M.B. GESTÃO PATRIMONIAL                    ;25/03/2013;27/03/2013;      117,72;001006 Laboratorio DPA                                   ;001 Taubaté
00111 Alugueis (Tté e SJC)                              ;21779   ;001;0165                 W.M.B. GESTÃO PATRIMONIAL                    ;25/03/2013;27/03/2013;      580,75;001007 Laboratorio Externo                               ;001 Taubaté
00111 Alugueis (Tté e SJC)                              ;21779   ;001;0165                 W.M.B. GESTÃO PATRIMONIAL                    ;25/03/2013;27/03/2013;   16.245,25;002001 Hemodialise                                       ;001 Taubaté
00111 Alugueis (Tté e SJC)                              ;21779   ;001;0165                 W.M.B. GESTÃO PATRIMONIAL                    ;25/03/2013;27/03/2013;    7.926,43;003001 Administracao                                     ;001 Taubaté
00111 Alugueis (Tté e SJC)                              ;21779   ;001;0165                 W.M.B. GESTÃO PATRIMONIAL                    ;25/03/2013;27/03/2013;    5.258,13;004001 Consultorio                                       ;001 Taubaté
00111 Alugueis (Tté e SJC)                              ;21783   ;001;VCH45                FBV ALUGUEL                                  ;28/03/2013;28/03/2013;      159,19;000012 Dialise Peritonial - DPA                          ;002 São José
00111 Alugueis (Tté e SJC)                              ;21783   ;001;VCH45                FBV ALUGUEL                                  ;28/03/2013;28/03/2013;      663,29;000016 Farmacia - PRODUÇÃO                               ;002 São José
00111 Alugueis (Tté e SJC)                              ;21783   ;001;VCH45                FBV ALUGUEL                                  ;28/03/2013;28/03/2013;      390,02;001001 Laboratorio Hemo                                  ;002 São José
00111 Alugueis (Tté e SJC)                              ;21783   ;001;VCH45                FBV ALUGUEL                                  ;28/03/2013;28/03/2013;       15,92;001006 Laboratorio DPA                                   ;002 São José
00111 Alugueis (Tté e SJC)                              ;21783   ;001;VCH45                FBV ALUGUEL                                  ;28/03/2013;28/03/2013;      151,23;001007 Laboratorio Externo                               ;002 São José
00111 Alugueis (Tté e SJC)                              ;21783   ;001;VCH45                FBV ALUGUEL                                  ;28/03/2013;28/03/2013;   15.361,90;002001 Hemodialise                                       ;002 São José
00111 Alugueis (Tté e SJC)                              ;21783   ;001;VCH45                FBV ALUGUEL                                  ;28/03/2013;28/03/2013;      981,68;003001 Administracao                                     ;002 São José
00111 Alugueis (Tté e SJC)                              ;21783   ;001;VCH45                FBV ALUGUEL                                  ;28/03/2013;28/03/2013;    8.808,55;004001 Consultorio                                       ;002 São José
00114 Seguros Automovel                                 ;21610   ;001;333333333333333333   ALLIANZ SEGUROS S/A                          ;18/03/2013;18/03/2013;      366,56;002001 Hemodialise                                       ;002 São José
00115 Frete e Trasnporte                                ;21486   ;001;61464178000188       Transporte Rod. Teix Varajão Ltda            ;07/03/2013;07/03/2013;      280,00;002001 Hemodialise                                       ;001 Taubaté
00115 Frete e Trasnporte                                ;21652   ;001;03817439000108       EXLOG  DISTRIBUIÇÃO LTDA                     ;14/03/2013;14/03/2013;       77,90;002001 Hemodialise                                       ;001 Taubaté
00121 Emprestimo Consignado - Funcionários              ;21453   ;001;158678               CAIXA ECONOMICA FEDERAL                      ;10/03/2013;11/03/2013;      652,54;000012 Dialise Peritonial - DPA                          ;001 Taubaté
00121 Emprestimo Consignado - Funcionários              ;21453   ;001;158678               CAIXA ECONOMICA FEDERAL                      ;10/03/2013;11/03/2013;      433,05;000014 U.T.I - Dialise Externa                           ;001 Taubaté
00121 Emprestimo Consignado - Funcionários              ;21453   ;001;158678               CAIXA ECONOMICA FEDERAL                      ;10/03/2013;11/03/2013;   11.177,72;002001 Hemodialise                                       ;001 Taubaté
00121 Emprestimo Consignado - Funcionários              ;21453   ;001;158678               CAIXA ECONOMICA FEDERAL                      ;10/03/2013;11/03/2013;    2.567,15;003001 Administracao                                     ;001 Taubaté
00121 Emprestimo Consignado - Funcionários              ;21454   ;001;158678               CAIXA ECONOMICA FEDERAL                      ;10/03/2013;07/03/2013;      905,18;002001 Hemodialise                                       ;002 São José
00121 Emprestimo Consignado - Funcionários              ;21454   ;001;158678               CAIXA ECONOMICA FEDERAL                      ;10/03/2013;07/03/2013;      630,32;003001 Administracao                                     ;002 São José
00121 Emprestimo Consignado - Funcionários              ;21455   ;001;158678               CAIXA ECONOMICA FEDERAL                      ;10/03/2013;11/03/2013;      118,49;002001 Hemodialise                                       ;002 São José
00121 Emprestimo Consignado - Funcionários              ;21455   ;001;158678               CAIXA ECONOMICA FEDERAL                      ;10/03/2013;11/03/2013;       82,51;003001 Administracao                                     ;002 São José
00122 Distribuição de Lucro                             ;21595   ;001;00116                DISTRIB DE LUCROS                            ;06/03/2013;06/03/2013;   34.889,40;003001 Administracao                                     ;001 Taubaté
00122 Distribuição de Lucro                             ;21595   ;001;00116                DISTRIB DE LUCROS                            ;06/03/2013;06/03/2013;    9.840,60;003001 Administracao                                     ;002 São José
00129 Energia Eletrica                                  ;21631   ;001;02302100000106       BANDEIRANTE ENERGIA S A                      ;26/03/2013;26/03/2013;       40,35;000012 Dialise Peritonial - DPA                          ;002 São José
00129 Energia Eletrica                                  ;21631   ;001;02302100000106       BANDEIRANTE ENERGIA S A                      ;26/03/2013;26/03/2013;      168,14;000016 Farmacia - PRODUÇÃO                               ;002 São José
00129 Energia Eletrica                                  ;21631   ;001;02302100000106       BANDEIRANTE ENERGIA S A                      ;26/03/2013;26/03/2013;       98,87;001001 Laboratorio Hemo                                  ;002 São José
00129 Energia Eletrica                                  ;21631   ;001;02302100000106       BANDEIRANTE ENERGIA S A                      ;26/03/2013;26/03/2013;        4,04;001006 Laboratorio DPA                                   ;002 São José
00129 Energia Eletrica                                  ;21631   ;001;02302100000106       BANDEIRANTE ENERGIA S A                      ;26/03/2013;26/03/2013;       38,34;001007 Laboratorio Externo                               ;002 São José
00129 Energia Eletrica                                  ;21631   ;001;02302100000106       BANDEIRANTE ENERGIA S A                      ;26/03/2013;26/03/2013;    3.894,23;002001 Hemodialise                                       ;002 São José
00129 Energia Eletrica                                  ;21631   ;001;02302100000106       BANDEIRANTE ENERGIA S A                      ;26/03/2013;26/03/2013;      248,85;003001 Administracao                                     ;002 São José
00129 Energia Eletrica                                  ;21631   ;001;02302100000106       BANDEIRANTE ENERGIA S A                      ;26/03/2013;26/03/2013;    2.232,96;004001 Consultorio                                       ;002 São José
00129 Energia Eletrica                                  ;21632   ;001;02302100000106       BANDEIRANTE ENERGIA S A                      ;26/03/2013;26/03/2013;      517,82;000012 Dialise Peritonial - DPA                          ;001 Taubaté
00129 Energia Eletrica                                  ;21632   ;001;02302100000106       BANDEIRANTE ENERGIA S A                      ;26/03/2013;26/03/2013;       62,14;000013 Hemo - MEDICAMENTOS                               ;001 Taubaté
00129 Energia Eletrica                                  ;21632   ;001;02302100000106       BANDEIRANTE ENERGIA S A                      ;26/03/2013;26/03/2013;      113,92;000014 U.T.I - Dialise Externa                           ;001 Taubaté
00129 Energia Eletrica                                  ;21632   ;001;02302100000106       BANDEIRANTE ENERGIA S A                      ;26/03/2013;26/03/2013;      113,92;000015 Procedimento Cirurgicos                           ;001 Taubaté
00129 Energia Eletrica                                  ;21632   ;001;02302100000106       BANDEIRANTE ENERGIA S A                      ;26/03/2013;26/03/2013;    1.014,92;000016 Farmacia - PRODUÇÃO                               ;001 Taubaté
00129 Energia Eletrica                                  ;21632   ;001;02302100000106       BANDEIRANTE ENERGIA S A                      ;26/03/2013;26/03/2013;      582,02;001001 Laboratorio Hemo                                  ;001 Taubaté
00129 Energia Eletrica                                  ;21632   ;001;02302100000106       BANDEIRANTE ENERGIA S A                      ;26/03/2013;26/03/2013;       31,07;001006 Laboratorio DPA                                   ;001 Taubaté
00129 Energia Eletrica                                  ;21632   ;001;02302100000106       BANDEIRANTE ENERGIA S A                      ;26/03/2013;26/03/2013;      153,27;001007 Laboratorio Externo                               ;001 Taubaté
00129 Energia Eletrica                                  ;21632   ;001;02302100000106       BANDEIRANTE ENERGIA S A                      ;26/03/2013;26/03/2013;    4.287,51;002001 Hemodialise                                       ;001 Taubaté
00129 Energia Eletrica                                  ;21632   ;001;02302100000106       BANDEIRANTE ENERGIA S A                      ;26/03/2013;26/03/2013;    2.091,97;003001 Administracao                                     ;001 Taubaté
00129 Energia Eletrica                                  ;21632   ;001;02302100000106       BANDEIRANTE ENERGIA S A                      ;26/03/2013;26/03/2013;    1.387,75;004001 Consultorio                                       ;001 Taubaté
00130 Vale Transporte                                   ;21593   ;001;056576               VALE TRANSPORTE                              ;06/03/2013;06/03/2013;       47,60;000014 U.T.I - Dialise Externa                           ;001 Taubaté
00130 Vale Transporte                                   ;21707   ;001;056576               VALE TRANSPORTE                              ;18/03/2013;25/03/2013;      222,54;001001 Laboratorio Hemo                                  ;002 São José
00130 Vale Transporte                                   ;21707   ;001;056576               VALE TRANSPORTE                              ;18/03/2013;25/03/2013;    2.205,99;002001 Hemodialise                                       ;002 São José
00130 Vale Transporte                                   ;21707   ;001;056576               VALE TRANSPORTE                              ;18/03/2013;25/03/2013;      806,06;003001 Administracao                                     ;002 São José
00130 Vale Transporte                                   ;21708   ;001;056576               VALE TRANSPORTE                              ;18/03/2013;19/03/2013;      625,87;000014 U.T.I - Dialise Externa                           ;001 Taubaté
00130 Vale Transporte                                   ;21708   ;001;056576               VALE TRANSPORTE                              ;18/03/2013;19/03/2013;      143,28;001001 Laboratorio Hemo                                  ;001 Taubaté
00130 Vale Transporte                                   ;21708   ;001;056576               VALE TRANSPORTE                              ;18/03/2013;19/03/2013;    1.158,89;002001 Hemodialise                                       ;001 Taubaté
00130 Vale Transporte                                   ;21708   ;001;056576               VALE TRANSPORTE                              ;18/03/2013;19/03/2013;      518,52;003001 Administracao                                     ;001 Taubaté
00130 Vale Transporte                                   ;21708   ;001;056576               VALE TRANSPORTE                              ;18/03/2013;19/03/2013;      139,66;004001 Consultorio                                       ;001 Taubaté
00131 IPTU                                              ;21427   ;001;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;08/03/2013;05/03/2013;       37,17;000012 Dialise Peritonial - DPA                          ;001 Taubaté
00131 IPTU                                              ;21427   ;001;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;08/03/2013;05/03/2013;        4,44;000013 Hemo - MEDICAMENTOS                               ;001 Taubaté
00131 IPTU                                              ;21427   ;001;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;08/03/2013;05/03/2013;        8,18;000014 U.T.I - Dialise Externa                           ;001 Taubaté
00131 IPTU                                              ;21427   ;001;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;08/03/2013;05/03/2013;        8,18;000015 Procedimento Cirurgicos                           ;001 Taubaté
00131 IPTU                                              ;21427   ;001;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;08/03/2013;05/03/2013;       72,85;000016 Farmacia - PRODUÇÃO                               ;001 Taubaté
00131 IPTU                                              ;21427   ;001;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;08/03/2013;05/03/2013;       41,78;001001 Laboratorio Hemo                                  ;001 Taubaté
00131 IPTU                                              ;21427   ;001;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;08/03/2013;05/03/2013;        2,23;001006 Laboratorio DPA                                   ;001 Taubaté
00131 IPTU                                              ;21427   ;001;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;08/03/2013;05/03/2013;       11,00;001007 Laboratorio Externo                               ;001 Taubaté
00131 IPTU                                              ;21427   ;001;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;08/03/2013;05/03/2013;      307,75;002001 Hemodialise                                       ;001 Taubaté
00131 IPTU                                              ;21427   ;001;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;08/03/2013;05/03/2013;      150,16;003001 Administracao                                     ;001 Taubaté
00131 IPTU                                              ;21427   ;001;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;08/03/2013;05/03/2013;       99,61;004001 Consultorio                                       ;001 Taubaté
00131 IPTU                                              ;21440   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;12/03/2013;12/03/2013;        6,03;000012 Dialise Peritonial - DPA                          ;002 São José
00131 IPTU                                              ;21440   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;12/03/2013;12/03/2013;       25,12;000016 Farmacia - PRODUÇÃO                               ;002 São José
00131 IPTU                                              ;21440   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;12/03/2013;12/03/2013;       14,77;001001 Laboratorio Hemo                                  ;002 São José
00131 IPTU                                              ;21440   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;12/03/2013;12/03/2013;        0,60;001006 Laboratorio DPA                                   ;002 São José
00131 IPTU                                              ;21440   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;12/03/2013;12/03/2013;        5,73;001007 Laboratorio Externo                               ;002 São José
00131 IPTU                                              ;21440   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;12/03/2013;12/03/2013;      581,87;002001 Hemodialise                                       ;002 São José
00131 IPTU                                              ;21440   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;12/03/2013;12/03/2013;       37,18;003001 Administracao                                     ;002 São José
00131 IPTU                                              ;21440   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;12/03/2013;12/03/2013;      333,64;004001 Consultorio                                       ;002 São José
00131 IPTU                                              ;21441   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;14/03/2013;          ;        1,42;000012 Dialise Peritonial - DPA                          ;002 São José
00131 IPTU                                              ;21441   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;14/03/2013;          ;        5,93;000016 Farmacia - PRODUÇÃO                               ;002 São José
00131 IPTU                                              ;21441   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;14/03/2013;          ;        3,48;001001 Laboratorio Hemo                                  ;002 São José
00131 IPTU                                              ;21441   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;14/03/2013;          ;        0,15;001006 Laboratorio DPA                                   ;002 São José
00131 IPTU                                              ;21441   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;14/03/2013;          ;        1,35;001007 Laboratorio Externo                               ;002 São José
00131 IPTU                                              ;21441   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;14/03/2013;          ;      137,23;002001 Hemodialise                                       ;002 São José
00131 IPTU                                              ;21441   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;14/03/2013;          ;        8,77;003001 Administracao                                     ;002 São José
00131 IPTU                                              ;21441   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;14/03/2013;          ;       78,69;004001 Consultorio                                       ;002 São José
00131 IPTU                                              ;21656   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;15/03/2013;15/03/2013;        4,37;000012 Dialise Peritonial - DPA                          ;002 São José
00131 IPTU                                              ;21656   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;15/03/2013;15/03/2013;       18,20;000016 Farmacia - PRODUÇÃO                               ;002 São José
00131 IPTU                                              ;21656   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;15/03/2013;15/03/2013;       10,71;001001 Laboratorio Hemo                                  ;002 São José
00131 IPTU                                              ;21656   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;15/03/2013;15/03/2013;        0,44;001006 Laboratorio DPA                                   ;002 São José
00131 IPTU                                              ;21656   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;15/03/2013;15/03/2013;        4,15;001007 Laboratorio Externo                               ;002 São José
00131 IPTU                                              ;21656   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;15/03/2013;15/03/2013;      421,67;002001 Hemodialise                                       ;002 São José
00131 IPTU                                              ;21656   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;15/03/2013;15/03/2013;       26,95;003001 Administracao                                     ;002 São José
00131 IPTU                                              ;21656   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;15/03/2013;15/03/2013;      241,79;004001 Consultorio                                       ;002 São José
00131 IPTU                                              ;21427   ;002;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;19/03/2013;19/03/2013;       37,17;000012 Dialise Peritonial - DPA                          ;001 Taubaté
00131 IPTU                                              ;21427   ;002;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;19/03/2013;19/03/2013;        4,44;000013 Hemo - MEDICAMENTOS                               ;001 Taubaté
00131 IPTU                                              ;21427   ;002;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;19/03/2013;19/03/2013;        8,18;000014 U.T.I - Dialise Externa                           ;001 Taubaté
00131 IPTU                                              ;21427   ;002;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;19/03/2013;19/03/2013;        8,18;000015 Procedimento Cirurgicos                           ;001 Taubaté
00131 IPTU                                              ;21427   ;002;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;19/03/2013;19/03/2013;       72,85;000016 Farmacia - PRODUÇÃO                               ;001 Taubaté
00131 IPTU                                              ;21427   ;002;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;19/03/2013;19/03/2013;       41,78;001001 Laboratorio Hemo                                  ;001 Taubaté
00131 IPTU                                              ;21427   ;002;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;19/03/2013;19/03/2013;        2,23;001006 Laboratorio DPA                                   ;001 Taubaté
00131 IPTU                                              ;21427   ;002;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;19/03/2013;19/03/2013;       11,00;001007 Laboratorio Externo                               ;001 Taubaté
00131 IPTU                                              ;21427   ;002;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;19/03/2013;19/03/2013;      307,75;002001 Hemodialise                                       ;001 Taubaté
00131 IPTU                                              ;21427   ;002;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;19/03/2013;19/03/2013;      150,16;003001 Administracao                                     ;001 Taubaté
00131 IPTU                                              ;21427   ;002;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;19/03/2013;19/03/2013;       99,61;004001 Consultorio                                       ;001 Taubaté
00132 IPVA                                              ;21066   ;003;0145                 GOVERNO DO ESTADO DE SP                      ;19/03/2013;19/03/2013;       78,86;000012 Dialise Peritonial - DPA                          ;001 Taubaté
00132 IPVA                                              ;21066   ;003;0145                 GOVERNO DO ESTADO DE SP                      ;19/03/2013;19/03/2013;       85,89;002001 Hemodialise                                       ;001 Taubaté
00132 IPVA                                              ;21066   ;003;0145                 GOVERNO DO ESTADO DE SP                      ;19/03/2013;19/03/2013;       64,42;003001 Administracao                                     ;001 Taubaté
00133 Agua                                              ;21536   ;001;43776517000180       SABESP - COMPAHIA DE SANEAMENTO BÁSICO DO ESP;28/03/2013;28/03/2013;    1.090,28;000016 Farmacia - PRODUÇÃO                               ;001 Taubaté
00133 Agua                                              ;21536   ;001;43776517000180       SABESP - COMPAHIA DE SANEAMENTO BÁSICO DO ESP;28/03/2013;28/03/2013;   20.715,27;002001 Hemodialise                                       ;001 Taubaté
00133 Agua                                              ;21770   ;001;43776517000180       SABESP - COMPAHIA DE SANEAMENTO BÁSICO DO ESP;28/03/2013;28/03/2013;    4.044,95;002001 Hemodialise                                       ;002 São José
00133 Agua                                              ;21771   ;001;43776517000180       SABESP - COMPAHIA DE SANEAMENTO BÁSICO DO ESP;28/03/2013;28/03/2013;    2.089,27;002001 Hemodialise                                       ;002 São José
00134 Telefonia                                         ;21429   ;001;02449992005638       VIVO S.A                                     ;03/03/2013;04/03/2013;       19,73;000012 Dialise Peritonial - DPA                          ;001 Taubaté
00134 Telefonia                                         ;21429   ;001;02449992005638       VIVO S.A                                     ;03/03/2013;04/03/2013;       53,60;000016 Farmacia - PRODUÇÃO                               ;001 Taubaté
00134 Telefonia                                         ;21429   ;001;02449992005638       VIVO S.A                                     ;03/03/2013;04/03/2013;      129,56;001001 Laboratorio Hemo                                  ;001 Taubaté
00134 Telefonia                                         ;21429   ;001;02449992005638       VIVO S.A                                     ;03/03/2013;04/03/2013;        6,58;001006 Laboratorio DPA                                   ;001 Taubaté
00134 Telefonia                                         ;21429   ;001;02449992005638       VIVO S.A                                     ;03/03/2013;04/03/2013;       34,52;001007 Laboratorio Externo                               ;001 Taubaté
